,Unnamed: 0,name,n_or_f,name_len
62903,62903,jihoon pong,n,11
62904,62904,jihoon pu,n,9
62907,62907,jihoon pyon,n,11
62908,62908,jihoon pyon,n,11
62909,62909,jihoon pyon,n,11
62910,62910,jihoon pyun,n,11
62911,62911,jihoon pyun,n,11
62912,62912,jihoon pyun,n,11
62913,62913,jihoon quon,n,11
62914,62914,jihoon quon,n,11
62915,62915,jihoon quon,n,11
62916,62916,jihoon ra,n,9
62917,62917,jihoon ra,n,9
62918,62918,jihoon ra,n,9
62919,62919,jihoon ree,n,10
62920,62920,jihoon ree,n,10
62922,62922,jihoon reeh,n,11
62924,62924,jihoon reeh,n,11
62925,62925,jihoon rhee,n,11
62926,62926,jihoon rhee,n,11
62927,62927,jihoon rhee,n,11
62928,62928,jihoon rho,n,10
62929,62929,jihoon rho,n,10
62930,62930,jihoon rho,n,10
62931,62931,jihoon rim,n,10
62932,62932,jihoon rim,n,10
62933,62933,jihoon rim,n,10
62936,62936,jihoon ro,n,9
62937,62937,jihoon roe,n,10
62938,62938,jihoon roe,n,10
62939,62939,jihoon roe,n,10
62940,62940,jihoon roh,n,10
62941,62941,jihoon roh,n,10
62942,62942,jihoon roh,n,10
62943,62943,jihoon ryu,n,10
62944,62944,jihoon ryu,n,10
62945,62945,jihoon ryu,n,10
62947,62947,jihoon sa,n,9
62949,62949,jihoon seo,n,10
62950,62950,jihoon seo,n,10
62951,62951,jihoon seo,n,10
62952,62952,jihoon sheen,n,12
62953,62953,jihoon sheen,n,12
62954,62954,jihoon sheen,n,12
62955,62955,jihoon shim,n,11
62956,62956,jihoon shim,n,11
62959,62959,jihoon shin,n,11
62960,62960,jihoon shin,n,11
62961,62961,jihoon shon,n,11
62962,62962,jihoon shon,n,11
62964,62964,jihoon sim,n,10
62965,62965,jihoon sim,n,10
62966,62966,jihoon sim,n,10
62967,62967,jihoon sin,n,10
62968,62968,jihoon sin,n,10
62969,62969,jihoon sin,n,10
62970,62970,jihoon so,n,9
62971,62971,jihoon so,n,9
62972,62972,jihoon so,n,9
62973,62973,jihoon soh,n,10
62974,62974,jihoon soh,n,10
62975,62975,jihoon soh,n,10
62976,62976,jihoon sohn,n,11
62977,62977,jihoon sohn,n,11
62978,62978,jihoon sohn,n,11
62979,62979,jihoon sok,n,10
62980,62980,jihoon sok,n,10
62981,62981,jihoon sok,n,10
62983,62983,jihoon son,n,10
62984,62984,jihoon son,n,10
62985,62985,jihoon song,n,11
62986,62986,jihoon song,n,11
62987,62987,jihoon song,n,11
62989,62989,jihoon song,n,11
62990,62990,jihoon song,n,11
62991,62991,jihoon suh,n,10
62992,62992,jihoon suh,n,10
62993,62993,jihoon suh,n,10
62994,62994,jihoon suk,n,10
62996,62996,jihoon suk,n,10
62997,62997,jihoon sun,n,10
62998,62998,jihoon sun,n,10
62999,62999,jihoon sun,n,10
63001,63001,jihoon sung,n,11
63002,63002,jihoon sung,n,11
63003,63003,jihoon sur,n,10
63004,63004,jihoon sur,n,10
63005,63005,jihoon sur,n,10
63006,63006,jihoon tak,n,10
63007,63007,jihoon tak,n,10
63008,63008,jihoon tak,n,10
63010,63010,jihoon tan,n,10
63013,63013,jihoon tang,n,11
63016,63016,jihoon to,n,9
63017,63017,jihoon to,n,9
63018,63018,jihoon toh,n,10
63019,63019,jihoon toh,n,10
63020,63020,jihoon toh,n,10
63021,63021,jihoon um,n,9
63023,63023,jihoon um,n,9
63024,63024,jihoon wang,n,11
63025,63025,jihoon wang,n,11
63026,63026,jihoon wang,n,11
63027,63027,jihoon whang,n,12
63028,63028,jihoon whang,n,12
63031,63031,jihoon won,n,10
63032,63032,jihoon won,n,10
63033,63033,jihoon woo,n,10
63035,63035,jihoon woo,n,10
63036,63036,jihoon yang,n,11
63039,63039,jihoon ye,n,9
63040,63040,jihoon ye,n,9
63041,63041,jihoon ye,n,9
63042,63042,jihoon yee,n,10
63043,63043,jihoon yee,n,10
63044,63044,jihoon yee,n,10
63045,63045,jihoon yeo,n,10
63046,63046,jihoon yeo,n,10
63047,63047,jihoon yeo,n,10
63048,63048,jihoon yi,n,9
63049,63049,jihoon yi,n,9
63050,63050,jihoon yi,n,9
63051,63051,jihoon yoh,n,10
63052,63052,jihoon yoh,n,10
63054,63054,jihoon yon,n,10
63055,63055,jihoon yon,n,10
63056,63056,jihoon yon,n,10
63058,63058,jihoon yong,n,11
63059,63059,jihoon yong,n,11
63060,63060,jihoon yoo,n,10
63061,63061,jihoon yoo,n,10
63062,63062,jihoon yoo,n,10
63063,63063,jihoon yoon,n,11
63065,63065,jihoon yoon,n,11
63067,63067,jihoon you,n,10
63068,63068,jihoon you,n,10
63069,63069,jihoon youn,n,11
63071,63071,jihoon youn,n,11
63072,63072,jihoon yu,n,9
63073,63073,jihoon yu,n,9
63074,63074,jihoon yu,n,9
63075,63075,jihoon yum,n,10
63077,63077,jihoon yum,n,10
63078,63078,jihoon yun,n,10
63079,63079,jihoon yun,n,10
63080,63080,jihoon yun,n,10
63081,63081,jihu ahn,n,8
63082,63082,jihu ahn,n,8
63083,63083,jihu an,n,7
63085,63085,jihu bae,n,8
63086,63086,jihu bae,n,8
63087,63087,jihu baek,n,9
63088,63088,jihu baek,n,9
63090,63090,jihu bai,n,8
63091,63091,jihu baik,n,9
63092,63092,jihu baik,n,9
63094,63094,jihu bak,n,8
63096,63096,jihu ban,n,8
63097,63097,jihu bang,n,9
63098,63098,jihu bang,n,9
63099,63099,jihu boo,n,8
63100,63100,jihu boo,n,8
63101,63101,jihu byun,n,9
63103,63103,jihu cha,n,8
63104,63104,jihu cha,n,8
63106,63106,jihu chae,n,9
63107,63107,jihu chai,n,9
63108,63108,jihu chai,n,9
63109,63109,jihu chang,n,10
63110,63110,jihu chang,n,10
63111,63111,jihu chay,n,9
63112,63112,jihu chay,n,9
63113,63113,jihu che,n,8
63114,63114,jihu che,n,8
63115,63115,jihu chee,n,9
63116,63116,jihu chee,n,9
63117,63117,jihu cheong,n,11
63118,63118,jihu cheong,n,11
63119,63119,jihu chew,n,9
63121,63121,jihu chi,n,8
63122,63122,jihu chi,n,8
63123,63123,jihu chin,n,9
63126,63126,jihu cho,n,8
63127,63127,jihu choe,n,9
63129,63129,jihu choi,n,9
63130,63130,jihu choi,n,9
63131,63131,jihu chon,n,9
63132,63132,jihu chon,n,9
63133,63133,jihu chong,n,10
63134,63134,jihu chong,n,10
63135,63135,jihu choung,n,11
63137,63137,jihu chu,n,8
63140,63140,jihu chun,n,9
63141,63141,jihu chung,n,10
63142,63142,jihu chung,n,10
63143,63143,jihu do,n,7
63144,63144,jihu do,n,7
63145,63145,jihu gang,n,9
63148,63148,jihu goe,n,8
63149,63149,jihu goo,n,8
63150,63150,jihu goo,n,8
63151,63151,jihu ha,n,7
63153,63153,jihu hahm,n,9
63154,63154,jihu hahm,n,9
63156,63156,jihu ham,n,8
63157,63157,jihu han,n,8
63158,63158,jihu han,n,8
63161,63161,jihu her,n,8
63162,63162,jihu her,n,8
63164,63164,jihu ho,n,7
63165,63165,jihu hong,n,9
63167,63167,jihu huh,n,8
63168,63168,jihu huh,n,8
63169,63169,jihu hur,n,8
63170,63170,jihu hur,n,8
63172,63172,jihu hwang,n,10
63173,63173,jihu hyun,n,9
63174,63174,jihu hyun,n,9
63175,63175,jihu im,n,7
63176,63176,jihu im,n,7
63177,63177,jihu in,n,7
63178,63178,jihu in,n,7
63179,63179,jihu jang,n,9
63180,63180,jihu jang,n,9
63181,63181,jihu jee,n,8
63184,63184,jihu jeon,n,9
63185,63185,jihu jeong,n,10
63186,63186,jihu jeong,n,10
63188,63188,jihu jin,n,8
63189,63189,jihu joh,n,8
63192,63192,jihu jon,n,8
63193,63193,jihu jong,n,9
63194,63194,jihu jong,n,9
63195,63195,jihu ju,n,7
63196,63196,jihu ju,n,7
63197,63197,jihu jue,n,8
63198,63198,jihu jue,n,8
63200,63200,jihu jun,n,8
63201,63201,jihu jung,n,9
63202,63202,jihu jung,n,9
63203,63203,jihu kang,n,9
63204,63204,jihu kang,n,9
63205,63205,jihu kee,n,8
63206,63206,jihu kee,n,8
63207,63207,jihu keng,n,9
63209,63209,jihu ki,n,7
63210,63210,jihu ki,n,7
63211,63211,jihu kil,n,8
63212,63212,jihu kil,n,8
63213,63213,jihu kim,n,8
63214,63214,jihu kim,n,8
63215,63215,jihu ko,n,7
63216,63216,jihu ko,n,7
63217,63217,jihu kong,n,9
63219,63219,jihu koo,n,8
63221,63221,jihu kook,n,9
63223,63223,jihu ku,n,7
63224,63224,jihu ku,n,7
63225,63225,jihu kuk,n,8
63226,63226,jihu kuk,n,8
63227,63227,jihu kwak,n,9
63229,63229,jihu kwan,n,9
63230,63230,jihu kwan,n,9
63231,63231,jihu kwock,n,10
63232,63232,jihu kwock,n,10
63233,63233,jihu kwok,n,9
63236,63236,jihu kwon,n,9
63237,63237,jihu kye,n,8
63238,63238,jihu kye,n,8
63239,63239,jihu lee,n,8
63240,63240,jihu lee,n,8
63241,63241,jihu lim,n,8
63242,63242,jihu lim,n,8
63243,63243,jihu ma,n,7
63244,63244,jihu ma,n,7
63245,63245,jihu min,n,8
63247,63247,jihu mok,n,8
63248,63248,jihu mok,n,8
63249,63249,jihu mong,n,9
63250,63250,jihu mong,n,9
63251,63251,jihu moon,n,9
63252,63252,jihu moon,n,9
63253,63253,jihu mun,n,8
63254,63254,jihu mun,n,8
63255,63255,jihu myung,n,10
63256,63256,jihu myung,n,10
63257,63257,jihu na,n,7
63258,63258,jihu na,n,7
63259,63259,jihu nahm,n,9
63261,63261,jihu nam,n,8
63262,63262,jihu nam,n,8
63263,63263,jihu no,n,7
63264,63264,jihu no,n,7
63265,63265,jihu noh,n,8
63266,63266,jihu noh,n,8
63268,63268,jihu oh,n,7
63269,63269,jihu ok,n,7
63270,63270,jihu ok,n,7
63272,63272,jihu om,n,7
63273,63273,jihu pae,n,8
63274,63274,jihu pae,n,8
63277,63277,jihu pai,n,8
63279,63279,jihu paik,n,9
63280,63280,jihu paik,n,9
63281,63281,jihu pak,n,8
63282,63282,jihu pak,n,8
63284,63284,jihu pan,n,8
63285,63285,jihu pang,n,9
63286,63286,jihu pang,n,9
63287,63287,jihu pong,n,9
63289,63289,jihu pu,n,7
63290,63290,jihu pu,n,7
63291,63291,jihu pyon,n,9
63292,63292,jihu pyon,n,9
63294,63294,jihu pyun,n,9
63295,63295,jihu quon,n,9
63296,63296,jihu quon,n,9
63297,63297,jihu ra,n,7
63298,63298,jihu ra,n,7
63299,63299,jihu ree,n,8
63300,63300,jihu ree,n,8
63301,63301,jihu reeh,n,9
63302,63302,jihu reeh,n,9
63304,63304,jihu rhee,n,9
63305,63305,jihu rho,n,8
63306,63306,jihu rho,n,8
63307,63307,jihu rim,n,8
63308,63308,jihu rim,n,8
63309,63309,jihu ro,n,7
63310,63310,jihu ro,n,7
63311,63311,jihu roe,n,8
63313,63313,jihu roh,n,8
63315,63315,jihu ryu,n,8
63317,63317,jihu sa,n,7
63318,63318,jihu sa,n,7
63319,63319,jihu seo,n,8
63320,63320,jihu seo,n,8
63322,63322,jihu sheen,n,10
63323,63323,jihu shim,n,9
63325,63325,jihu shin,n,9
63326,63326,jihu shin,n,9
63327,63327,jihu shon,n,9
63328,63328,jihu shon,n,9
63329,63329,jihu sim,n,8
63330,63330,jihu sim,n,8
63331,63331,jihu sin,n,8
63332,63332,jihu sin,n,8
63334,63334,jihu so,n,7
63335,63335,jihu soh,n,8
63336,63336,jihu soh,n,8
63337,63337,jihu sohn,n,9
63338,63338,jihu sohn,n,9
63340,63340,jihu sok,n,8
63341,63341,jihu son,n,8
63342,63342,jihu son,n,8
63344,63344,jihu song,n,9
63345,63345,jihu song,n,9
63346,63346,jihu song,n,9
63347,63347,jihu suh,n,8
63348,63348,jihu suh,n,8
63349,63349,jihu suk,n,8
63350,63350,jihu suk,n,8
63351,63351,jihu sun,n,8
63352,63352,jihu sun,n,8
63353,63353,jihu sung,n,9
63355,63355,jihu sur,n,8
63356,63356,jihu sur,n,8
63357,63357,jihu tak,n,8
63358,63358,jihu tak,n,8
63359,63359,jihu tan,n,8
63360,63360,jihu tan,n,8
63361,63361,jihu tang,n,9
63363,63363,jihu to,n,7
63365,63365,jihu toh,n,8
63366,63366,jihu toh,n,8
63368,63368,jihu um,n,7
63369,63369,jihu wang,n,9
63370,63370,jihu wang,n,9
63371,63371,jihu whang,n,10
63373,63373,jihu won,n,8
63375,63375,jihu woo,n,8
63377,63377,jihu yang,n,9
63378,63378,jihu yang,n,9
63379,63379,jihu ye,n,7
63380,63380,jihu ye,n,7
63381,63381,jihu yee,n,8
63382,63382,jihu yee,n,8
63383,63383,jihu yeo,n,8
63384,63384,jihu yeo,n,8
63385,63385,jihu yi,n,7
63386,63386,jihu yi,n,7
63387,63387,jihu yoh,n,8
63390,63390,jihu yon,n,8
63391,63391,jihu yong,n,9
63392,63392,jihu yong,n,9
63393,63393,jihu yoo,n,8
63394,63394,jihu yoo,n,8
63395,63395,jihu yoon,n,9
63398,63398,jihu you,n,8
63399,63399,jihu youn,n,9
63400,63400,jihu youn,n,9
63401,63401,jihu yu,n,7
63402,63402,jihu yu,n,7
63403,63403,jihu yum,n,8
63404,63404,jihu yum,n,8
63405,63405,jihu yun,n,8
63406,63406,jihu yun,n,8
63407,63407,jihun ahn,n,9
63408,63408,jihun an,n,8
63409,63409,jihun bae,n,9
63412,63412,jihun baik,n,10
63413,63413,jihun bak,n,9
63415,63415,jihun bang,n,10
63416,63416,jihun boo,n,9
63418,63418,jihun cha,n,9
63419,63419,jihun chae,n,10
63420,63420,jihun chai,n,10
63423,63423,jihun che,n,9
63426,63426,jihun chew,n,10
63428,63428,jihun chin,n,10
63429,63429,jihun cho,n,9
63430,63430,jihun choe,n,10
63432,63432,jihun chon,n,10
63433,63433,jihun chong,n,11
63434,63434,jihun choung,n,12
63436,63436,jihun chun,n,10
63437,63437,jihun chung,n,11
63438,63438,jihun do,n,8
63439,63439,jihun gang,n,10
63440,63440,jihun goe,n,9
63441,63441,jihun goo,n,9
63442,63442,jihun ha,n,8
63443,63443,jihun hahm,n,10
63444,63444,jihun ham,n,9
63445,63445,jihun han,n,9
63447,63447,jihun her,n,9
63448,63448,jihun ho,n,8
63450,63450,jihun huh,n,9
63451,63451,jihun hur,n,9
63452,63452,jihun hwang,n,11
63455,63455,jihun in,n,8
63456,63456,jihun jang,n,10
63457,63457,jihun jee,n,9
63459,63459,jihun jeong,n,11
63460,63460,jihun jin,n,9
63461,63461,jihun joh,n,9
63462,63462,jihun jon,n,9
63463,63463,jihun jong,n,10
63464,63464,jihun ju,n,8
63465,63465,jihun jue,n,9
63466,63466,jihun jun,n,9
63467,63467,jihun jung,n,10
63468,63468,jihun kang,n,10
63469,63469,jihun kee,n,9
63470,63470,jihun keng,n,10
63472,63472,jihun kil,n,9
63473,63473,jihun kim,n,9
63474,63474,jihun ko,n,8
63476,63476,jihun koo,n,9
63477,63477,jihun kook,n,10
63478,63478,jihun ku,n,8
63479,63479,jihun kuk,n,9
63481,63481,jihun kwan,n,10
63484,63484,jihun kwon,n,10
63486,63486,jihun lee,n,9
63488,63488,jihun ma,n,8
63489,63489,jihun min,n,9
63490,63490,jihun mok,n,9
63492,63492,jihun moon,n,10
63493,63493,jihun mun,n,9
63495,63495,jihun na,n,8
63496,63496,jihun nahm,n,10
63497,63497,jihun nam,n,9
63499,63499,jihun noh,n,9
63500,63500,jihun oh,n,8
63501,63501,jihun ok,n,8
63502,63502,jihun om,n,8
63503,63503,jihun pae,n,9
63504,63504,jihun paek,n,10
63505,63505,jihun pai,n,9
63507,63507,jihun pak,n,9
63508,63508,jihun pan,n,9
63509,63509,jihun pang,n,10
63510,63510,jihun pong,n,10
63511,63511,jihun pu,n,8
63512,63512,jihun pyon,n,10
63513,63513,jihun pyun,n,10
63515,63515,jihun ra,n,8
63517,63517,jihun reeh,n,10
63518,63518,jihun rhee,n,10
63519,63519,jihun rho,n,9
63520,63520,jihun rim,n,9
63521,63521,jihun ro,n,8
63522,63522,jihun roe,n,9
63523,63523,jihun roh,n,9
63528,63528,jihun shim,n,10
63529,63529,jihun shin,n,10
63530,63530,jihun shon,n,10
63531,63531,jihun sim,n,9
63532,63532,jihun sin,n,9
63535,63535,jihun sohn,n,10
63536,63536,jihun sok,n,9
63537,63537,jihun son,n,9
63538,63538,jihun song,n,10
63539,63539,jihun song,n,10
63540,63540,jihun suh,n,9
63541,63541,jihun suk,n,9
63542,63542,jihun sun,n,9
63543,63543,jihun sung,n,10
63544,63544,jihun sur,n,9
63546,63546,jihun tan,n,9
63547,63547,jihun tang,n,10
63548,63548,jihun to,n,8
63549,63549,jihun toh,n,9
63550,63550,jihun um,n,8
63551,63551,jihun wang,n,10
63552,63552,jihun whang,n,11
63553,63553,jihun won,n,9
63555,63555,jihun yang,n,10
63556,63556,jihun ye,n,8
63557,63557,jihun yee,n,9
63558,63558,jihun yeo,n,9
63559,63559,jihun yi,n,8
63560,63560,jihun yoh,n,9
63561,63561,jihun yon,n,9
63563,63563,jihun yoo,n,9
63564,63564,jihun yoon,n,10
63566,63566,jihun youn,n,10
63567,63567,jihun yu,n,8
63568,63568,jihun yum,n,9
63569,63569,jihun yun,n,9
63570,63570,jihye ahn,n,9
63571,63571,jihye ahn,n,9
63573,63573,jihye an,n,8
63574,63574,jihye bae,n,9
63577,63577,jihye baek,n,10
63578,63578,jihye bai,n,9
63580,63580,jihye baik,n,10
63581,63581,jihye baik,n,10
63582,63582,jihye bak,n,9
63583,63583,jihye bak,n,9
63584,63584,jihye ban,n,9
63585,63585,jihye ban,n,9
63586,63586,jihye bang,n,10
63587,63587,jihye bang,n,10
63588,63588,jihye boo,n,9
63589,63589,jihye boo,n,9
63590,63590,jihye byun,n,10
63591,63591,jihye byun,n,10
63592,63592,jihye cha,n,9
63597,63597,jihye chai,n,10
63600,63600,jihye chay,n,10
63601,63601,jihye chay,n,10
63602,63602,jihye che,n,9
63603,63603,jihye che,n,9
63604,63604,jihye chee,n,10
63607,63607,jihye cheong,n,12
63608,63608,jihye chew,n,10
63609,63609,jihye chew,n,10
63611,63611,jihye chi,n,9
63613,63613,jihye chin,n,10
63615,63615,jihye cho,n,9
63616,63616,jihye choe,n,10
63617,63617,jihye choe,n,10
63618,63618,jihye choi,n,10
63619,63619,jihye choi,n,10
63620,63620,jihye chon,n,10
63621,63621,jihye chon,n,10
63622,63622,jihye chong,n,11
63623,63623,jihye chong,n,11
63624,63624,jihye choung,n,12
63625,63625,jihye choung,n,12
63627,63627,jihye chu,n,9
63628,63628,jihye chun,n,10
63629,63629,jihye chun,n,10
63631,63631,jihye chung,n,11
63632,63632,jihye do,n,8
63633,63633,jihye do,n,8
63634,63634,jihye gang,n,10
63635,63635,jihye gang,n,10
63636,63636,jihye goe,n,9
63637,63637,jihye goe,n,9
63639,63639,jihye goo,n,9
63641,63641,jihye ha,n,8
63644,63644,jihye ham,n,9
63645,63645,jihye ham,n,9
63646,63646,jihye han,n,9
63647,63647,jihye han,n,9
63648,63648,jihye heo,n,9
63649,63649,jihye heo,n,9
63650,63650,jihye her,n,9
63651,63651,jihye her,n,9
63652,63652,jihye ho,n,8
63653,63653,jihye ho,n,8
63655,63655,jihye hong,n,10
63656,63656,jihye huh,n,9
63657,63657,jihye huh,n,9
63658,63658,jihye hur,n,9
63659,63659,jihye hur,n,9
63660,63660,jihye hwang,n,11
63661,63661,jihye hwang,n,11
63663,63663,jihye hyun,n,10
63665,63665,jihye im,n,8
63666,63666,jihye in,n,8
63667,63667,jihye in,n,8
63668,63668,jihye jang,n,10
63669,63669,jihye jang,n,10
63670,63670,jihye jee,n,9
63671,63671,jihye jee,n,9
63672,63672,jihye jeon,n,10
63673,63673,jihye jeon,n,10
63674,63674,jihye jeong,n,11
63675,63675,jihye jeong,n,11
63676,63676,jihye jin,n,9
63677,63677,jihye jin,n,9
63679,63679,jihye joh,n,9
63680,63680,jihye jon,n,9
63681,63681,jihye jon,n,9
63682,63682,jihye jong,n,10
63683,63683,jihye jong,n,10
63684,63684,jihye ju,n,8
63685,63685,jihye ju,n,8
63686,63686,jihye jue,n,9
63687,63687,jihye jue,n,9
63690,63690,jihye jung,n,10
63691,63691,jihye jung,n,10
63692,63692,jihye kang,n,10
63693,63693,jihye kang,n,10
63694,63694,jihye kee,n,9
63696,63696,jihye keng,n,10
63697,63697,jihye keng,n,10
63699,63699,jihye ki,n,8
63702,63702,jihye kim,n,9
63703,63703,jihye kim,n,9
63704,63704,jihye ko,n,8
63705,63705,jihye ko,n,8
63706,63706,jihye kong,n,10
63707,63707,jihye kong,n,10
63708,63708,jihye koo,n,9
63710,63710,jihye kook,n,10
63711,63711,jihye kook,n,10
63712,63712,jihye ku,n,8
63713,63713,jihye ku,n,8
63716,63716,jihye kwak,n,10
63717,63717,jihye kwak,n,10
63719,63719,jihye kwan,n,10
63721,63721,jihye kwock,n,11
63722,63722,jihye kwok,n,10
63723,63723,jihye kwok,n,10
63724,63724,jihye kwon,n,10
63725,63725,jihye kwon,n,10
63726,63726,jihye kye,n,9
63727,63727,jihye kye,n,9
63728,63728,jihye lee,n,9
63729,63729,jihye lee,n,9
63730,63730,jihye lim,n,9
63731,63731,jihye lim,n,9
63732,63732,jihye ma,n,8
63733,63733,jihye ma,n,8
63734,63734,jihye min,n,9
63735,63735,jihye min,n,9
63736,63736,jihye mok,n,9
63737,63737,jihye mok,n,9
63738,63738,jihye mong,n,10
63739,63739,jihye mong,n,10
63740,63740,jihye moon,n,10
63741,63741,jihye moon,n,10
63742,63742,jihye mun,n,9
63745,63745,jihye myung,n,11
63746,63746,jihye na,n,8
63747,63747,jihye na,n,8
63748,63748,jihye nahm,n,10
63749,63749,jihye nahm,n,10
63750,63750,jihye nam,n,9
63751,63751,jihye nam,n,9
63752,63752,jihye no,n,8
63753,63753,jihye no,n,8
63754,63754,jihye noh,n,9
63755,63755,jihye noh,n,9
63756,63756,jihye oh,n,8
63757,63757,jihye oh,n,8
63758,63758,jihye ok,n,8
63759,63759,jihye ok,n,8
63760,63760,jihye om,n,8
63764,63764,jihye paek,n,10
63765,63765,jihye paek,n,10
63766,63766,jihye pai,n,9
63767,63767,jihye pai,n,9
63770,63770,jihye pak,n,9
63771,63771,jihye pak,n,9
63772,63772,jihye pan,n,9
63773,63773,jihye pan,n,9
63774,63774,jihye pang,n,10
63775,63775,jihye pang,n,10
63776,63776,jihye pong,n,10
63777,63777,jihye pong,n,10
63778,63778,jihye pu,n,8
63779,63779,jihye pu,n,8
63783,63783,jihye pyun,n,10
63785,63785,jihye quon,n,10
63786,63786,jihye ra,n,8
63787,63787,jihye ra,n,8
63788,63788,jihye ree,n,9
63790,63790,jihye reeh,n,10
63791,63791,jihye reeh,n,10
63792,63792,jihye rhee,n,10
63793,63793,jihye rhee,n,10
63794,63794,jihye rho,n,9
63795,63795,jihye rho,n,9
63797,63797,jihye rim,n,9
63798,63798,jihye ro,n,8
63799,63799,jihye ro,n,8
63800,63800,jihye roe,n,9
63802,63802,jihye roh,n,9
63803,63803,jihye roh,n,9
63805,63805,jihye ryu,n,9
63806,63806,jihye sa,n,8
63807,63807,jihye sa,n,8
63808,63808,jihye seo,n,9
63810,63810,jihye sheen,n,11
63811,63811,jihye sheen,n,11
63812,63812,jihye shim,n,10
63813,63813,jihye shim,n,10
63814,63814,jihye shin,n,10
63815,63815,jihye shin,n,10
63816,63816,jihye shon,n,10
63817,63817,jihye shon,n,10
63818,63818,jihye sim,n,9
63819,63819,jihye sim,n,9
63821,63821,jihye sin,n,9
63822,63822,jihye so,n,8
63824,63824,jihye soh,n,9
63825,63825,jihye soh,n,9
63826,63826,jihye sohn,n,10
63827,63827,jihye sohn,n,10
63828,63828,jihye sok,n,9
63829,63829,jihye sok,n,9
63830,63830,jihye son,n,9
63831,63831,jihye son,n,9
63832,63832,jihye song,n,10
63833,63833,jihye song,n,10
63834,63834,jihye song,n,10
63835,63835,jihye song,n,10
63836,63836,jihye suh,n,9
63837,63837,jihye suh,n,9
63838,63838,jihye suk,n,9
63839,63839,jihye suk,n,9
63842,63842,jihye sung,n,10
63843,63843,jihye sung,n,10
63844,63844,jihye sur,n,9
63845,63845,jihye sur,n,9
63846,63846,jihye tak,n,9
63848,63848,jihye tan,n,9
63849,63849,jihye tan,n,9
63850,63850,jihye tang,n,10
63852,63852,jihye to,n,8
63854,63854,jihye toh,n,9
63855,63855,jihye toh,n,9
63856,63856,jihye um,n,8
63857,63857,jihye um,n,8
63858,63858,jihye wang,n,10
63859,63859,jihye wang,n,10
63860,63860,jihye whang,n,11
63862,63862,jihye won,n,9
63864,63864,jihye woo,n,9
63865,63865,jihye woo,n,9
63867,63867,jihye yang,n,10
63868,63868,jihye ye,n,8
63870,63870,jihye yee,n,9
63871,63871,jihye yee,n,9
63872,63872,jihye yeo,n,9
63873,63873,jihye yeo,n,9
63874,63874,jihye yi,n,8
63875,63875,jihye yi,n,8
63876,63876,jihye yoh,n,9
63877,63877,jihye yoh,n,9
63878,63878,jihye yon,n,9
63879,63879,jihye yon,n,9
63880,63880,jihye yong,n,10
63881,63881,jihye yong,n,10
63882,63882,jihye yoo,n,9
63883,63883,jihye yoo,n,9
63884,63884,jihye yoon,n,10
63885,63885,jihye yoon,n,10
63886,63886,jihye you,n,9
63887,63887,jihye you,n,9
63889,63889,jihye youn,n,10
63890,63890,jihye yu,n,8
63891,63891,jihye yu,n,8
63892,63892,jihye yum,n,9
63893,63893,jihye yum,n,9
63895,63895,jihye yun,n,9
63896,63896,jihyun ahn,n,10
63897,63897,jihyun an,n,9
63898,63898,jihyun bae,n,10
63899,63899,jihyun baek,n,11
63901,63901,jihyun baik,n,11
63903,63903,jihyun ban,n,10
63904,63904,jihyun bang,n,11
63905,63905,jihyun boo,n,10
63907,63907,jihyun cha,n,10
63908,63908,jihyun chae,n,11
63909,63909,jihyun chai,n,11
63910,63910,jihyun chang,n,12
63911,63911,jihyun chay,n,11
63912,63912,jihyun che,n,10
63913,63913,jihyun chee,n,11
63914,63914,jihyun cheong,n,13
63915,63915,jihyun chew,n,11
63916,63916,jihyun chi,n,10
63917,63917,jihyun chin,n,11
63918,63918,jihyun cho,n,10
63921,63921,jihyun chon,n,11
63922,63922,jihyun chong,n,12
63923,63923,jihyun choung,n,13
63924,63924,jihyun chu,n,10
63925,63925,jihyun chun,n,11
63926,63926,jihyun chung,n,12
63927,63927,jihyun do,n,9
63928,63928,jihyun gang,n,11
63929,63929,jihyun goe,n,10
63930,63930,jihyun goo,n,10
63934,63934,jihyun han,n,10
63935,63935,jihyun heo,n,10
63936,63936,jihyun her,n,10
63937,63937,jihyun ho,n,9
63938,63938,jihyun hong,n,11
63940,63940,jihyun hur,n,10
63941,63941,jihyun hwang,n,12
63942,63942,jihyun hyun,n,11
63943,63943,jihyun im,n,9
63944,63944,jihyun in,n,9
63945,63945,jihyun jang,n,11
63946,63946,jihyun jee,n,10
63947,63947,jihyun jeon,n,11
63948,63948,jihyun jeong,n,12
63949,63949,jihyun jin,n,10
63950,63950,jihyun joh,n,10
63952,63952,jihyun jong,n,11
63953,63953,jihyun ju,n,9
63954,63954,jihyun jue,n,10
63955,63955,jihyun jun,n,10
63956,63956,jihyun jung,n,11
63957,63957,jihyun kang,n,11
63958,63958,jihyun kee,n,10
63959,63959,jihyun keng,n,11
63960,63960,jihyun ki,n,9
63961,63961,jihyun kil,n,10
63962,63962,jihyun kim,n,10
63963,63963,jihyun ko,n,9
63964,63964,jihyun kong,n,11
63965,63965,jihyun koo,n,10
63967,63967,jihyun ku,n,9
63968,63968,jihyun kuk,n,10
63969,63969,jihyun kwak,n,11
63971,63971,jihyun kwock,n,12
63972,63972,jihyun kwok,n,11
63973,63973,jihyun kwon,n,11
